user,content,collect,forward,comment,like,userUrl
0,陈佳慧-小慧慧,"#琉璃#

水仙爱好者来贡献一份力量

这里是『司凤水仙』同人文《彼一如我》

其他的都别在意，今天快乐就好

Maybe过两天还有璇玑的水仙",收藏,转发,评论,6,https://weibo.com/5717418070?refer_flag=1001030103_
今天17:26,扒料叔,今天放的那个吻戏刚开始我也是看了好多遍，脸也笑僵了，但后来仔细想想真的被璇玑和司凤感动到了那个吻真的是代表了所有，司凤十世的追求，璇玑发现司凤所有的爱，司凤相信璇玑的爱他俩亲的时候司凤是笑着的，但眼角留下了一滴泪，真的太感动了他一定也是又开心又 展开全文c,收藏,转发,评论,5,https://weibo.com/7241326782?refer_flag=1001030103_
今天17:24,今天我能发财吗,,收藏,转发,评论 1,3,https://weibo.com/2038665640?refer_flag=1001030103_
今天17:23,_清晨到黄昏,"【琉璃】撩爆了！司凤璇玑全程高甜之船+吻戏合集！！太欲了！你再这样我要撑不住了！#琉璃#
#新星涛涛卡# #星闻速递# L扒料叔的微博视频",收藏,转发,评论 15,12,https://weibo.com/3929262208?refer_flag=1001030103_
0,杀死烂片,纪念第一次被明星评论，还是七夕，意义非凡，希望今天的琉璃不要虐啊，甜甜得过完今天吧@姚奕辰 #琉璃##电视剧琉璃##琉璃美人煞#,收藏,转发,评论 1,6,https://weibo.com/6041830381?refer_flag=1001030103_
今天 17:22 转赞人数超过80,追豆,"刘学义#刘学义昊辰##琉璃#
爱而不得一定很难受吧……
我们剧里心疼的要命，你在微博嗨皮的也行。@Mr_刘学义 L_清晨到黄昏的微博视频",收藏,转发 8,评论 3,83,https://weibo.com/6429128905?refer_flag=1001030103_
今天 17:22 转赞人数超过1000,墨姒妃,"#琉璃##七夕#

【《琉璃》七夕？磕CP的日子到了～（虐狗）】

一部《琉璃》，你想要的CP，这里都有~
名场面多而不腻，cp向甜而不假！

司凤&璇玑，“苦其心志”的十生十世，一腔痴情终换来了真心。
紫狐&无支祁，意难平的遗憾，失去才知道珍惜！
玲珑&乌童，太过偏激的真爱，求不得，放不下！ 展开全文c",收藏,转发 101,评论 150,1159,https://weibo.com/1887441950?refer_flag=1001030103_
今天17:22,爱豆闪亮亮,,收藏,转发,评论,0,https://weibo.com/6579479525?refer_flag=1001030103_
今天 17:21 转赞人数超过2800,欢瑞姜磊,"《琉璃》花絮：成毅在片场热的忍不住露腿出来，袁冰妍都不忍直视了！
#司凤是金赤鸟妖##琉璃##古装剧# L追豆的微博视频",收藏,转发 2,评论 166,2862,https://weibo.com/1827363695?refer_flag=1001030103_
0,暗恋如橘生于淮南,"大家好 我醒了
我把昨天的两集补完了
就是 十八宫格装不完禹司凤的胸的程度

▹#电视剧琉璃# | #琉璃#",收藏,转发 3,评论 21,36,https://weibo.com/5701859521?refer_flag=1001030103_
今天 17:14 转赞人数超过3800,青春剧未央,"【#袁冰妍#】#琉璃#：#张予曦# @成毅

璇玑战神附体，拔出定坤剑，腾蛇终于要下凡了！ L爱豆闪亮亮的微博视频",收藏,转发 279,评论 551,3992,https://weibo.com/2100918297?refer_flag=1001030103_
今天 17:13 转赞人数超过300,分分钟追剧,#若玉疯了# #琉璃# 若玉照顾好自己@JZ周峻纬 ，要知道心疼自己。#电视剧琉璃#,收藏,转发 106,评论 105,310,https://weibo.com/2302848685?refer_flag=1001030103_
今天 17:12 转赞人数超过20,-肖兔子DAYTOY-,电视剧琉璃 这个还是有被笑到的#琉璃# L-肖兔子DAYTOY-的微博视频,收藏,转发 2,评论 9,29,https://weibo.com/5020757514?refer_flag=1001030103_
今天 17:12 转赞人数超过6600,欢瑞姜磊,#司凤是金赤鸟妖# 我先休息会，别的事，有劳了。#紫狐无支祁重逢# #琉璃#,收藏,转发 48,评论 458,7076,https://weibo.com/1827363695?refer_flag=1001030103_
今天 17:12 转赞人数超过7800;,韩承羽,#琉璃# 柳大哥一出手就知有没有💪（没有我柳大哥牵不成的红线,收藏,转发 1047,评论 883,7923,https://weibo.com/2236769137?refer_flag=1001030103_
今天17:10,微三娱乐,#琉璃# 看看昊辰送给璇玑的东西，都用在了什么地方 L微三娱乐的微博视频,收藏,转发 2,评论 3,20,https://weibo.com/1779772735?refer_flag=1001030103_
今天 17:09 转赞人数超过30,娱媒婆,#司凤璇玑好甜# 《#琉璃# 》吻戏这都是什么啊代入感太强，不能我一个人酸，你们都来看看，这也太甜了吧,收藏,转发 7,评论 6,35,https://weibo.com/5216080285?refer_flag=1001030103_
今天17:09,最热影视集,"#琉璃##汇剧V势力#【袁冰妍 成毅】
没有什么比满心期许，被人亲手掐灭更痛苦
情人咒面具一旦带上，只要情伤三次，就会血脉倒流而亡 L最热影视集的微博视频",收藏,转发,评论 1,1,https://weibo.com/6183821485?refer_flag=1001030103_
今天 17:08 转赞人数超过20,lllyyynne,"初遇夫妇
建设家乡，从你我做起#琉璃#
小司机们快上车",收藏,转发,评论 30,30,https://weibo.com/5567511359?refer_flag=1001030103_
今天17:08,一名有原则的颜狗,"谢谢涛子 搞琉璃让我无比快乐
谢谢我的好大儿和儿媳妇
我愿称初遇为2020国产 bg（gb)之光
#琉璃 盅我#",收藏,转发,评论 2,3,https://weibo.com/5402094182?refer_flag=1001030103_
今天17:07,SCY17,#拿了女主剧本的男主角##琉璃 虐# 分享一波超好看的琉璃图片,收藏,转发,评论,2,https://weibo.com/5683345416?refer_flag=1001030103_
0,一起看好剧,"#琉璃#成毅

司凤成为魔尊以后变得更美了~那种邪魅的美！

我不管，只要司凤一哭，那其他人就都是错的。

只要司凤一哭，一吐血，感觉全世界都辜负了他！

司凤，不如多吃点红枣补补血吧，一直这么吐容易贫血啊~心疼！

司凤伤，战歌起，蓝光现，敌人亡，璇玑伤，司凤接！ 展开全文c",收藏,转发 4,评论 7,51,https://weibo.com/6179910941?refer_flag=1001030103_
今天17:06,爱追剧的蓝胖子,,收藏,转发,评论 1,6,https://weibo.com/6549603199?refer_flag=1001030103_
今天17:06,女人侃综艺,"这就看这个 停不下来了 快点更新吧
好想知道后续#琉璃##琉璃美人煞# L爱追剧的蓝胖子的微博视频",收藏,转发 240,评论 477,352,https://weibo.com/1536247254?refer_flag=1001030103_
今天17:06,追剧酱酱君,#琉璃# 司凤作为金赤鸟九世追随，每次上线即死——>真的要了鸟命了更有网友调侃“咱离泽宫小公主司凤是拼夕夕吗？谁都能砍一刀？！”#司凤璇玑九生九世#  悄咪咪地说一句，这两世的囚服是一样的吧,收藏,转发,评论 1,4,https://weibo.com/6605420945?refer_flag=1001030103_
今天17:06,·过期无味·,"#琉璃#
装弱偷亲媳妇，司凤恋爱小达人啊！#袁冰妍写悔过书# L追剧酱酱君的微博视频",收藏,转发,评论,0,https://weibo.com/6065790796?refer_flag=1001030103_
今天 17:04 转赞人数超过1万,欢瑞姜磊,"#琉璃#

太上头了
手机里这个文件夹个把月才能存上一张漂亮的小姐姐小哥哥，现在一个月还不到，一个屏幕都塞满了",收藏,转发 284,评论 784,10946,https://weibo.com/1827363695?refer_flag=1001030103_
今天 17:03 转赞人数超过10,影视剧百乐门,#十赌九输禹司凤# 我觉得禹司凤不是买彩票的体质。@成毅 @袁冰妍 #点痣专家褚璇玑# #琉璃#,收藏,转发 1,评论,20,https://weibo.com/6179910882?refer_flag=1001030103_
今天 17:03 转赞人数超过80,甜蜜儿味,"#琉璃#【袁冰妍 成毅】
注意注意！前方高甜！
绝世甜剧：看我们小璇玑如何撩人 L影视剧百乐门的微博视频",收藏,转发 6,评论 14,83,https://weibo.com/3304488127?refer_flag=1001030103_
今天17:03,Yunshan的微博,"电视剧琉璃#琉璃#
“卧槽！！！这个我喜欢”
“啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊疯狂尖叫” L甜蜜儿味的微博视频",收藏,转发,评论 4,8,https://weibo.com/5680711850?refer_flag=1001030103_
今天 17:02 转赞人数超过400,剧透影视圈,"成毅 不知道今天能不能等到哥哥发微博哦@成毅 🙋
但是今晚的琉璃必须看#琉璃#",收藏,转发 104,评论 105,357,https://weibo.com/2734396041?refer_flag=1001030103_
今天17:00,热搜影视榜,"#琉璃#
《七夕单身图鉴》
司凤璇玑撒糖现场
冷的滋味好不好受我不知道，但单身的滋味一定不错

#电视剧琉璃#",收藏,转发 3,评论 1,8,https://weibo.com/6183821347?refer_flag=1001030103_
今天17:00,剧爱透,"#司凤是金赤鸟妖# #琉璃#
【成毅 袁冰妍】

花絮~
司凤璇玑河边摆拍~
被少女支配的司凤小身板瑟瑟发抖~ L剧爱透的微博视频",收藏,转发 1,评论,9,https://weibo.com/6183821381?refer_flag=1001030103_
今天17:00,台下十年功夫,"#司凤是金赤鸟妖# #琉璃#
【成毅 袁冰妍】

花絮~
成毅对戏突然学袁冰妍撒娇，画面一度让人崩溃啊~
司凤，这真的是你吗？ L台下十年功夫的微博视频",收藏,转发,评论,6,https://weibo.com/6063043074?refer_flag=1001030103_
今天 17:00 转赞人数超过100,影快客,"定坤认璇玑为主 意外暴露万劫八荒镜的秘密！
#琉璃##宝藏视频创造营##剧综汇精彩#
成毅/袁冰妍/刘学义/张予曦 L影快客的微博视频",收藏,转发 2,评论 29,135,https://weibo.com/7342036541?refer_flag=1001030103_
今天17:00,影视猛回头,"#琉璃美人煞#【成毅 袁冰妍】#琉璃#

司凤耍剑的时候太帅了
他的颜和他的剑法一样可舔 L影视猛回头的微博视频",收藏,转发,评论,9,https://weibo.com/6090644544?refer_flag=1001030103_
今天17:00,最in娱乐资讯,"#琉璃# 成毅丨袁冰妍

璇玑无意摘司凤面具，被美貌惊呆！
司凤的面具真是一根红线，每次都发挥出最大的作用。 L最in娱乐资讯的微博视频",收藏,转发,评论 2,7,https://weibo.com/6183820876?refer_flag=1001030103_
0,杀死烂片,"#琉璃##汇剧V势力#

司凤：宁愿死也不要你为我成魔！
璇玑：成亲之后我要你天天给我画眉！

这世上最遥远的距离，就是眼睁睁看着自己的女朋友变成了男盆友？

我看到罗侯计都眼中的泪，证明他是爱司凤的，那么问题来了，他是怎么变回璇玑的？

“天界上有一湾莲池，曾经有一位美丽的战神将军，每日在池 展开全文c",收藏,转发 2,评论,15,https://weibo.com/6041830381?refer_flag=1001030103_
今天 16:59 转赞人数超过3200,猫少女的热剧匣子,,收藏,转发 203,评论 414,3528,https://weibo.com/5113022164?refer_flag=1001030103_
0,柳飘飘有点飘,"成毅 / 袁冰妍 《#琉璃#》
doge死了，没有一对小情侣是无辜的

七夕节快乐",收藏,转发 309,评论 259,2140,https://weibo.com/3898612300?refer_flag=1001030103_
今天 16:57 转赞人数超过10,九奚山的雪,"把两段预告的糖都剪辑到一起了，司凤越来越会了！太会了太会了！！
有深情的告白“我永远都会陪着你，永远都不会离开你，永远～”
有故意耍赖：“我好像有点晕”“我快撑不住了”“再搂紧一点”
有宠溺的画眉“这是我第一次给你画，慢慢的绝对会给你画的好看～”啊啊啊太宠了，司凤好会哦！！！ 展开全文c",收藏,转发 4,评论 4,23,https://weibo.com/5524873913?refer_flag=1001030103_
今天 16:57 转赞人数超过20,数据狮,,收藏,转发,评论 7,22,https://weibo.com/1302186735?refer_flag=1001030103_
今天16:56,四叶草剪辑,"你笑起来好好看
就像我刚刚吃的冰镇酒酿一样
刚喝进去的时候冰冰凉凉的
但其实呢 又醉又甜人

这里的司凤超级温柔，不紧不慢的向璇玑描述食物的味道和人心情的相通之处，被璇玑调戏时害羞低头浅笑那一下有点杀我

成毅×禹司凤‖袁冰妍×褚璇玑#电视剧琉璃##琉璃# L九奚山的雪的微博视频",收藏,转发,评论 3,4,https://weibo.com/6019922122?refer_flag=1001030103_
0,喵酱的小剧场,"#电视剧资讯#8月24日，网络剧新媒体热播榜TOP5:
1、成毅/袁冰妍#琉璃#；
2、宋佳/喻恩泰#白色月光#；
3、朱一龙/毛晓彤#重启之极海听雷#；
4、郭涛/杨子姗#摩天大楼#；
5、鹿晗/吴磊#穿越火线#。",收藏,转发 5,评论 21,47,https://weibo.com/2729193923?refer_flag=1001030103_
今天16:55,fisherman姜敏赫,"#电视剧琉璃##琉璃#
怼人的最高境界，哪一个最让你服气！！！ L四叶草剪辑的微博视频",收藏,转发,评论 1,4,https://weibo.com/2801675337?refer_flag=1001030103_
今天 16:55 转赞人数超过10,阿罗就是阿罗呀,今天剧情看的有点蒙啊，这这这咋都叛变了呢，小六子也太傻了吧，谁说话都信，你“师傅”会这种吗？小傻子，二师兄好惨，被同门砍了一条手臂也没出来……若玉咋直接捅最恨的剑啊，白帝这个小别扭终于做了件好事。璇玑在线护夫让我觉得早点捅司凤估计早出来了，璇玑什么时候切大号取决于司凤什么时候受伤 展开全文c,收藏,转发 2,评论 2,19,https://weibo.com/5580466703?refer_flag=1001030103_
今天 16:53 转赞人数超过300,一只鹿白,,收藏,转发 146,评论 128,397,https://weibo.com/2766575417?refer_flag=1001030103_
0,一起看好剧,"我的抖音现在完全被琉璃攻占了
一刷全是 不过刷的我很心满意足哈哈哈哈哈哈哈哈
好想嗑真人我的妈 虽然我知道这是不对的🙊#琉璃# 琉璃给我冲一冲！！
欢瑞的策略是把演员养起来 到一定年纪再放出来悄悄惊艳众人吗🙊",收藏,转发 1,评论,19,https://weibo.com/6179910941?refer_flag=1001030103_
今天 16:50 转赞人数超过1万,新浪电视,电视剧琉璃“我说过我的法力高强，你身边应该有我”#电视剧琉璃##琉璃# @电视剧琉璃 L阿罗就是阿罗呀的微博视频,收藏,转发 1469,评论 1234,10446,https://weibo.com/1642592432?refer_flag=1001030103_
今天 16:49 转赞人数超过10,剧务君,#琉璃# 全剧最全的吻戏都在这儿了！看倒数第二个舌吻，谁说司凤不行！！看得我跺脚！ L一只鹿白的微博视频,收藏,转发 3,评论 1,21,https://weibo.com/6183821453?refer_flag=1001030103_
今天 16:47 转赞人数超过10,影视剧百乐门,"#琉璃##汇剧V势力#

但凡司凤多拉几次璇玑的小手手，或许就不至于那么虐了~

司凤：娶妻我也是可以的。
璇玑：成亲只有司凤可以。

每次都是璇玑拉着司凤跑，每次都是璇玑在上，司凤在下。

“娶妻，我也是可以的！”司凤的这句话，包含了多少心意啊！！！

其实司凤的目标一直明确且坚定，只是一世又 展开全文c",收藏,转发 1,评论,13,https://weibo.com/6179910882?refer_flag=1001030103_
今天16:46,精彩一刻享不停,,收藏,转发 2,评论,4,https://weibo.com/6085757490?refer_flag=1001030103_
今天17:00,剧爱透,"#司凤是金赤鸟妖# #琉璃#
【成毅 袁冰妍】

花絮~
司凤璇玑河边摆拍~
被少女支配的司凤小身板瑟瑟发抖~ L剧爱透的微博视频",收藏,转发 1,评论,9,https://weibo.com/6183821381?refer_flag=1001030103_
今天17:00,台下十年功夫,"#司凤是金赤鸟妖# #琉璃#
【成毅 袁冰妍】

花絮~
成毅对戏突然学袁冰妍撒娇，画面一度让人崩溃啊~
司凤，这真的是你吗？ L台下十年功夫的微博视频",收藏,转发,评论,6,https://weibo.com/6063043074?refer_flag=1001030103_
今天 17:00 转赞人数超过100,影快客,"定坤认璇玑为主 意外暴露万劫八荒镜的秘密！
#琉璃##宝藏视频创造营##剧综汇精彩#
成毅/袁冰妍/刘学义/张予曦 L影快客的微博视频",收藏,转发 2,评论 29,135,https://weibo.com/7342036541?refer_flag=1001030103_
今天17:00,影视猛回头,"#琉璃美人煞#【成毅 袁冰妍】#琉璃#

司凤耍剑的时候太帅了
他的颜和他的剑法一样可舔 L影视猛回头的微博视频",收藏,转发,评论,9,https://weibo.com/6090644544?refer_flag=1001030103_
